,Match Number,Stadium,Date,Time,Home Team,Away Team,Innings,Batting Team,Over,Runs,Bowler,Batsmen,Commentary,Result
888,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,12.1,1 LB,IMPACT PLAYER NAVDEEP SAINI REPLACING JAISWAL COMES TO BOWL FOR RR! Navdeep Saini , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad uncomfortably plays a defensive forward push, 1 leg bye(s) gets added to the extras",Rajasthan Royals Won by 72 Runs
889,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,11.6,6,Ravichandran Ashwin , Adil Rashid,"SIX! STRAIGHT AS AN ARROW! full length ball, flighted delivery pitching outside off stump, Adil Rashid uses his feet to come down the track and lofts it straight towards the side screen for half a dozen! ",Rajasthan Royals Won by 72 Runs
890,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,11.6,1 WD,Ravichandran Ashwin , Adil Rashid,"Full length ball, pitching outside leg stump, Adil Rashid offers no shot, 1 wide(s) gets added to the extras",Rajasthan Royals Won by 72 Runs
891,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,11.5,0,Ravichandran Ashwin , Adil Rashid,"Good length ball, pitching outside off stump, Adil Rashid plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
892,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,11.4,0,Ravichandran Ashwin , Adil Rashid,"Good length ball, pitching outside off stump, Adil Rashid plays a forward defensive shot and is beaten",Rajasthan Royals Won by 72 Runs
893,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,11.3,1,Ravichandran Ashwin , Abdul Samad,"Full length ball, pitching on leg stump, Abdul Samad plays an aggressive front foot flick for a single",Rajasthan Royals Won by 72 Runs
894,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,11.3,1 WD,Ravichandran Ashwin , Abdul Samad,"Good length ball, pitching on leg stump, Abdul Samad leg glances it, 1 wide(s) gets added to the extras",Rajasthan Royals Won by 72 Runs
895,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,11.2,0,Ravichandran Ashwin , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad plays a defensive back foot push, no run",Rajasthan Royals Won by 72 Runs
896,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,11.1,2,Ravichandran Ashwin , Abdul Samad,"Full length ball, pitching outside off stump, Abdul Samad plays an aggressive lofted on drive on the front foot for 2 runs",Rajasthan Royals Won by 72 Runs
897,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,10.6,W,Yuzvendra Chahal , Mayank Agarwal,"SET BATTER DEPARTS! AGARWAL IS OUT! full length ball, pitching outside off stump, a tossed-up googly from the leggie, Mayank Agarwal lofts it straight down the ground but does not time it as well as he would have liked. Straight down the throat of Buttler at long off! This is a big wicket in the context of the play! WICKET Mayank Agarwal c Jos Buttler b Yuzvendra Chahal (Sunrisers Hyderabad 52 Runs for 6 wickets)",Rajasthan Royals Won by 72 Runs
898,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,10.5,1,Yuzvendra Chahal , Abdul Samad,"Good length ball, pitching on leg stump, Abdul Samad plays a defensive back foot push for a single",Rajasthan Royals Won by 72 Runs
899,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,10.4,0,Yuzvendra Chahal , Abdul Samad,"Full length ball, pitching outside off stump, Abdul Samad plays a defensive forward push, no run",Rajasthan Royals Won by 72 Runs
900,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,10.3,1,Yuzvendra Chahal , Mayank Agarwal,"Good length ball, pitching on leg stump, Mayank Agarwal plays a defensive back foot push for a single",Rajasthan Royals Won by 72 Runs
901,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,10.2,1,Yuzvendra Chahal , Abdul Samad,"Good length ball, pitching on off stump, Abdul Samad plays an aggressive on drive off the back foot for a single",Rajasthan Royals Won by 72 Runs
902,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,10.1,1,Yuzvendra Chahal , Mayank Agarwal,"Good length ball, pitching on off stump, Mayank Agarwal plays an aggressive on drive off the back foot for a single",Rajasthan Royals Won by 72 Runs
903,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,9.6,0,Ravichandran Ashwin , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad uncomfortably plays a defensive back foot push, no run",Rajasthan Royals Won by 72 Runs
904,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,9.5,0,Ravichandran Ashwin , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad plays a defensive back foot push, no run",Rajasthan Royals Won by 72 Runs
905,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,9.4,0,ABDUL SAMAD IS THE IMPACT PLAYER REPLACING FAZALHAQ FAROOQI ! Ravichandran Ashwin , Abdul Samad,"Good length ball, pitching outside off stump, Abdul Samad plays a forward defensive shot, no run",Rajasthan Royals Won by 72 Runs
906,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,9.3,W,Ravichandran Ashwin , Glenn Phillips,"ASHWIN STRIKES! full length ball, pitching outside off stump, Glenn Phillips drives it uppishly and straight to the fielder at covers. That is a soft dismissal!  WICKET Glenn Phillips c Asif K M b Ravichandran Ashwin (Sunrisers Hyderabad 48 Runs for 5 wickets)",Rajasthan Royals Won by 72 Runs
907,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,9.2,1,Ravichandran Ashwin , Mayank Agarwal,"Good length ball, pitching outside off stump, Mayank Agarwal plays a defensive back foot push for a single",Rajasthan Royals Won by 72 Runs
908,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,9.1,1,Ravichandran Ashwin , Glenn Phillips,"Good length ball, pitching outside off stump, Glenn Phillips plays a defensive back foot push for a single",Rajasthan Royals Won by 72 Runs
909,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,8.6,1,Jason Holder , Glenn Phillips,"Short of good length ball, pitching outside off stump, Glenn Phillips leg glances it for a single",Rajasthan Royals Won by 72 Runs
910,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,8.5,6,Jason Holder , Glenn Phillips,"PULLED MAGNIFICENTLY! short length ball, pitching outside off stump, Glenn Phillips plays the swivel pull and clears deep backward square leg with ease. SRH needs many more of these from Phillips and Agarwal!",Rajasthan Royals Won by 72 Runs
911,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,8.4,0,Jason Holder , Glenn Phillips,"Short of good length ball, pitching outside off stump, Glenn Phillips plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
912,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,8.3,0,Jason Holder , Glenn Phillips,"Short of good length ball, pitching outside off stump, Glenn Phillips uncomfortably plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
913,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,8.2,W,Jason Holder , Washington Sundar,"ANOTHER ONE BITES THE DUST! short of good length ball, pitching outside leg stump, Washington Sundar gets cramped while looking to pull it across, the ball gets too high on him which does not allow him to get the desired connection. Balloons in the air and Shimron Hetmyer running in from extra covers completes an easy catch. TIME FOR THE STRATEGIC TIME-OUT! WICKET Washington Sundar c Shimron Hetmyer b Jason Holder (Sunrisers Hyderabad 39 Runs for 4 wickets)",Rajasthan Royals Won by 72 Runs
914,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,8.1,1,Jason Holder , Mayank Agarwal,"Good length ball, pitching outside off stump, Mayank Agarwal plays an aggressive front foot flick for a single",Rajasthan Royals Won by 72 Runs
915,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,7.6,0,Asif K M , Washington Sundar,"Good length ball, pitching outside leg stump, Washington Sundar plays a defensive forward push, no run",Rajasthan Royals Won by 72 Runs
916,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,7.5,1,Asif K M , Mayank Agarwal,"Good length ball, pitching outside off stump, Mayank Agarwal aggressively plays a square drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
917,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,7.5,1 WD,Asif K M , Mayank Agarwal,"Full toss ball, outside leg stump, Mayank Agarwal leg glances it, 1 wide(s) gets added to the extras",Rajasthan Royals Won by 72 Runs
918,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,7.4,1,Asif K M , Washington Sundar,"Good length ball, pitching outside leg stump, Washington Sundar plays a forward defensive shot for a single",Rajasthan Royals Won by 72 Runs
919,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,7.3,0,Asif K M , Washington Sundar,"Good length ball, pitching outside leg stump, Washington Sundar plays a forward defensive shot, no run",Rajasthan Royals Won by 72 Runs
920,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,7.2,0,Asif K M , Washington Sundar,"Good length ball, pitching on off stump, Washington Sundar aggressively plays a square drive on the front foot, straight to the fielder",Rajasthan Royals Won by 72 Runs
921,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,7.1,1,Asif K M , Mayank Agarwal,"Short of good length ball, pitching outside off stump, Mayank Agarwal leg glances it for a single",Rajasthan Royals Won by 72 Runs
922,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,6.6,W,Yuzvendra Chahal , Harry Brook,"CHAHAL GETS THE BREAKTHROUGH STRAIGHTAWAY! good length ball, pitching on off stump, was a flipper, Harry Brook misses the delivery while looking to create room and play the cut shot. Sound of timber follows! Wily customer, Yuzi Chahal. 300th T20 wickets for Chahal!  WICKET Harry Brook b Yuzvendra Chahal (Sunrisers Hyderabad 34 Runs for 3 wickets)",Rajasthan Royals Won by 72 Runs
923,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,6.5,2,Yuzvendra Chahal , Harry Brook,"Full length ball, pitching on leg stump, Harry Brook steps down and plays an aggressive off drive for 2 runs",Rajasthan Royals Won by 72 Runs
924,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,6.4,1,Yuzvendra Chahal , Mayank Agarwal,"Good length ball, pitching on off stump, Mayank Agarwal plays a defensive forward push for a single",Rajasthan Royals Won by 72 Runs
925,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,6.3,1,Yuzvendra Chahal , Harry Brook,"Full length ball, pitching on middle stump, Harry Brook plays an aggressive on drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
926,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,6.2,0,Yuzvendra Chahal , Harry Brook,"Good length ball, pitching on off stump, Harry Brook plays a defensive back foot push, no run",Rajasthan Royals Won by 72 Runs
927,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,6.1,0,Yuzvendra Chahal , Harry Brook,"TIME FOR SOME LEG SPIN! good length ball, pitching on leg stump, Harry Brook uncomfortably plays a defensive back foot push, no run",Rajasthan Royals Won by 72 Runs
928,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,5.6,4,Ravichandran Ashwin , Harry Brook,"SWEPT AWAY! good length ball, pitching outside off stump, Harry Brook gets down to play the sweep shot and gets enough on it to take it over the fielder at short fine leg. Boundary to complete the powerplay! ",Rajasthan Royals Won by 72 Runs
929,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,5.5,0,Ravichandran Ashwin , Mayank Agarwal,"Good length ball, pitching outside off stump, Mayank Agarwal glides it, no run",Rajasthan Royals Won by 72 Runs
930,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,5.4,1,Ravichandran Ashwin , Harry Brook,"Full length ball, pitching on off stump, Harry Brook plays an aggressive on drive on the front foot for a single",Rajasthan Royals Won by 72 Runs
931,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,5.3,2,Ravichandran Ashwin , Harry Brook,"Good length ball, pitching on off stump, Harry Brook plays a defensive back foot push for 2 runs",Rajasthan Royals Won by 72 Runs
932,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,5.2,2,Ravichandran Ashwin , Harry Brook,"Good length ball, pitching on off stump, Harry Brook plays a defensive back foot push for 2 runs",Rajasthan Royals Won by 72 Runs
933,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,5.1,1,Ravichandran Ashwin , Mayank Agarwal,"SPIN INTROCUCED INSIDE POWERPLAY! short of good length ball, pitching on off stump, Mayank Agarwal plays a defensive back foot push for a single",Rajasthan Royals Won by 72 Runs
934,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,4.6,1,Trent Boult , Mayank Agarwal,"Full length ball, pitching on off stump, Mayank Agarwal plays a defensive forward push for a single",Rajasthan Royals Won by 72 Runs
935,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,4.5,1,Trent Boult , Harry Brook,"Short of good length ball, pitching on leg stump, Harry Brook glides it for a single",Rajasthan Royals Won by 72 Runs
936,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,4.4,0,Trent Boult , Harry Brook,"Full length ball, pitching on off stump, Harry Brook plays an aggressive on drive on the front foot, straight to the fielder",Rajasthan Royals Won by 72 Runs
937,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,4.3,0,Trent Boult , Harry Brook,"Good length ball, pitching on off stump, Harry Brook plays a defensive forward push, no run",Rajasthan Royals Won by 72 Runs
938,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,4.2,0,Trent Boult , Harry Brook,"Good length ball, pitching outside off stump, Harry Brook offers no shot",Rajasthan Royals Won by 72 Runs
939,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,4.1,1,Trent Boult , Mayank Agarwal,"THIRD OVER INSIDE THE POWERPLAY FOR BOULT! good length ball, pitching on off stump, Mayank Agarwal plays a defensive back foot push for a single",Rajasthan Royals Won by 72 Runs
940,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,3.6,0,Jason Holder , Harry Brook,"Good length ball, pitching outside off stump, Harry Brook plays an aggressive cut shot and is beaten",Rajasthan Royals Won by 72 Runs
941,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,3.5,0,Jason Holder , Harry Brook,"Good length ball, pitching on leg stump, Harry Brook plays a forward defensive shot, no run",Rajasthan Royals Won by 72 Runs
942,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,3.4,1,Jason Holder , Mayank Agarwal,"Short length ball, pitching outside off stump, Mayank Agarwal plays an aggressive pull shot on the back foot for a single",Rajasthan Royals Won by 72 Runs
943,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,3.3,0,Jason Holder , Mayank Agarwal,"Short of good length ball, pitching outside off stump, Mayank Agarwal plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
944,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,3.2,4,Jason Holder , Mayank Agarwal,"STRAIGHT BACK OVER THE UMPIRE FOR FOUR! good length ball, pitching outside off stump, Mayank Agarwal comes down the track and smashes it over the bowler's head for a boundary! Did not middle it but the placement was spot on!",Rajasthan Royals Won by 72 Runs
945,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,3.1,0,Jason Holder , Mayank Agarwal,"HOLDER TO BOWL HIS FIRST OVER! short of good length ball, pitching outside off stump, Mayank Agarwal plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
946,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,2.6,0,Trent Boult , Harry Brook,"Good length ball, pitching on off stump, Harry Brook plays a defensive forward push, no run",Rajasthan Royals Won by 72 Runs
947,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad",02 APR 2023,3:30 PM IST,SRH,RR,2,SRH Innings,2.5,0,Trent Boult , Harry Brook,"Short of good length ball, pitching on leg stump, Harry Brook plays a defensive shot on back foot, no run",Rajasthan Royals Won by 72 Runs
